Front,Back,Procedure,Guide,Chapter,Tags
"Horses","Mounted Unit","P.G. 217",PG.,key_terms 217_vehicle_collisions
"Aircraft, launches","Office of the Chief of Special Operations","P.G. 217",PG.,key_terms 217_vehicle_collisions
"Item","Detail","P.G. 217",PG.,key_terms 217_vehicle_collisions
"Reports prepared","3: PAR (MV104AN), MV104-L, CR-PDV","P.G. 217",PG.,key_terms 217_vehicle_collisions
"Serial numbers","3: PAR serial, Boro #, FSD #","P.G. 217",PG.,key_terms 217_vehicle_collisions
"PAR copies","Quadruplicate: 1st to Operator, 3 to Desk Officer","P.G. 217",PG.,key_terms 217_vehicle_collisions
"Photos","2 sets showing damage to ALL vehicles; in Jewelry Security Envelope","P.G. 217",PG.,key_terms 217_vehicle_collisions
"Fax deadline","Within 24 hours to Personnel Safety Desk (tour of occurrence if possible; confirm 0700-1830)","P.G. 217",PG.,key_terms 217_vehicle_collisions
"Boro # location","Telephone Record","P.G. 217",PG.,key_terms 217_vehicle_collisions
"FSD # location","On CR-PDV AND top of PAR","P.G. 217",PG.,key_terms 217_vehicle_collisions
"CR-PDV Parts","A = Investigating Supervisor; B = Review Board recommendations; C = C.O. approval/disapproval","P.G. 217",PG.,key_terms 217_vehicle_collisions
"Buff copy of CR-PDV","To Patrol Borough — information only, NO photos (""Buff to Boro, No Photo"")","P.G. 217",PG.,key_terms 217_vehicle_collisions
"White copy of CR-PDV","To Personnel Safety Desk with photos and copy of PAR","P.G. 217",PG.,key_terms 217_vehicle_collisions
"Pink copy of CR-PDV","Operator's Personal Folder (C.O. must review first)","P.G. 217",PG.,key_terms 217_vehicle_collisions
"Crossover PAR copy","Faxed to Corp Counsel AND Highway District by A-QOL-O","P.G. 217",PG.,key_terms 217_vehicle_collisions
"Not forwarded to XO","MV104 and/or MV104L (only PAR, CR-PDV, voucher copy, photos go to XO)","P.G. 217",PG.,key_terms 217_vehicle_collisions
"VTL Section","Violation","P.G. 217",PG.,key_terms 217_vehicle_collisions
"511","Suspended/Revoked License","P.G. 217",PG.,key_terms 217_vehicle_collisions
"600","Leaving the scene","P.G. 217",PG.,key_terms 217_vehicle_collisions
"1100-1212","Traffic signs, signals, and markings","P.G. 217",PG.,key_terms 217_vehicle_collisions
"1120-1131","Driving on right side of roadway, overtaking and passing","P.G. 217",PG.,key_terms 217_vehicle_collisions
"1140-1146a","Right of way","P.G. 217",PG.,key_terms 217_vehicle_collisions
"1160-1166","Turning/starting and signals on stopping/turning","P.G. 217",PG.,key_terms 217_vehicle_collisions
"1170-1176","Special stops required","P.G. 217",PG.,key_terms 217_vehicle_collisions
"1180-1182b","Speed restrictions","P.G. 217",PG.,key_terms 217_vehicle_collisions
"1212","Reckless driving","P.G. 217",PG.,key_terms 217_vehicle_collisions
"Form","Number","P.G. 217",PG.,key_terms 217_vehicle_collisions
"MOTOR VEHICLE COLLISION AND MECHANISM REPORT","PD301-151","P.G. 217",PG.,key_terms 217_vehicle_collisions
"WITNESS STATEMENT — VEHICLE COLLISION","PD301-061","P.G. 217",PG.,key_terms 217_vehicle_collisions
"PROPERTY CLERK INVOICE","PD521-141","P.G. 217",PG.,key_terms 217_vehicle_collisions
"PROPERTY CLERK INVOICE WORKSHEET","PD521-141A","P.G. 217",PG.,key_terms 217_vehicle_collisions
"Police Accident Report","MV104AN","P.G. 217",PG.,key_terms 217_vehicle_collisions
"Early Notification of Fatal Accident","MV-104EN","P.G. 217",PG.,key_terms 217_vehicle_collisions
"Police Report for Fatal Motor Vehicle Accidents","MV-104D","P.G. 217",PG.,key_terms 217_vehicle_collisions
"ACCIDENT REPORT — CITY INVOLVED","PD301-155","P.G. 217",PG.,key_terms 217_vehicle_collisions
"COMPLAINT REPORT WORKSHEET","PD313-152A","P.G. 217",PG.,key_terms 217_vehicle_collisions
"COLLISION INFORMATION EXCHANGE","PD301-157","P.G. 217",PG.,key_terms 217_vehicle_collisions
"UNUSUAL OCCURRENCE REPORT","PD370-152","P.G. 217",PG.,key_terms 217_vehicle_collisions
"REPORT OF VIOLATION","PD672-151","P.G. 217",PG.,key_terms 217_vehicle_collisions
"FIELD REPORT","313-1511","P.G. 217",PG.,key_terms 217_vehicle_collisions
"CHEMICAL TEST WARRANT APPLICATION","PD374-041","P.G. 217",PG.,key_terms 217_vehicle_collisions
"Report of Refusal to Submit to Chemical Test","NYSDMV AA-134","P.G. 217",PG.,key_terms 217_vehicle_collisions
"COLLISION REPORT — PD VEHICLE","CR-PDV","P.G. 217",PG.,key_terms 217_vehicle_collisions
"Report of Motor Vehicle Accident (civilian form)","MV104","P.G. 217",PG.,key_terms 217_vehicle_collisions
"MOS Driver License Report","MV104L","P.G. 217",PG.,key_terms 217_vehicle_collisions
"Truck and Bus Supplemental PAR","MV104S","P.G. 217",PG.,key_terms 217_vehicle_collisions
"UF50 (Official Letterhead)","UF50","P.G. 217",PG.,key_terms 217_vehicle_collisions
"SERGEANT FOCUS: It is City policy to pursue claims in its favor. Members must detail circumstances supporting City claims and obtain witness information. Full cooperation with the involved agency or Law Department is mandatory.","217 CITY AGENCY INVOLVED","P.G. 217",PG.,sergeant_focus
"SERGEANT FOCUS: The supervisor at the Department facility must ensure the vehicle is not released prematurely — evidence preservation and defect correction are both gates to release.","217 COLLISIONS GENERAL","P.G. 217",PG.,sergeant_focus
"SERGEANT FOCUS: The patrol supervisor has direct responsibility for supervising vehicle removal, summons issuance, and ensuring the IMPOUND screen is updated for towed vehicles.","217 DARP TOWING","P.G. 217",PG.,sergeant_focus
"SERGEANT FOCUS: The Quality of Life Officer reviews all Police Accident Reports — supervisors should verify this review is happening consistently.","217 HIGHWAYS CHEMICAL TEST","P.G. 217",PG.,sergeant_focus
"SERGEANT FOCUS: The patrol supervisor initiates the Highway District request — this is the first step in the chemical test warrant process.","217 HIGHWAYS CHEMICAL TEST","P.G. 217",PG.,sergeant_focus
"SERGEANT FOCUS: The patrol supervisor should weigh these six factors when deciding disposition. Intent and witness availability are the most critical factors favoring detective referral.","217 LEAVING SCENE AIRCRAFT","P.G. 217",PG.,sergeant_focus
"SERGEANT FOCUS: The supervising officer must ensure the unusual occurrence report includes the two additional copies for the Chief of Special Operations.","217 LEAVING SCENE AIRCRAFT","P.G. 217",PG.,sergeant_focus
"SERGEANT FOCUS: The patrol supervisor investigates and prepares the report for Department property damage — this is a direct supervisory responsibility.","217 LEAVING SCENE AIRCRAFT","P.G. 217",PG.,sergeant_focus
"Category","Definition","P.G. 218",PG.,key_terms 218_property_general
"Arrest Evidence","Property seized for court presentation","P.G. 218",PG.,key_terms 218_property_general
"DNA Arrest Evidence","Property seized for court presentation containing potentially probative DNA evidence","P.G. 218",PG.,key_terms 218_property_general
"Investigatory","Property seized for investigation with COMPLAINT REPORT and no ARREST WORKSHEET","P.G. 218",PG.,key_terms 218_property_general
"DNA Investigatory","Investigatory property containing potentially probative DNA evidence","P.G. 218",PG.,key_terms 218_property_general
"Forfeiture","Property used to facilitate a crime or representing proceeds/substituted proceeds","P.G. 218",PG.,key_terms 218_property_general
"Decedent's Property","Personal property of a deceased person","P.G. 218",PG.,key_terms 218_property_general
"Found Property","Non-contraband property found by a member or civilian","P.G. 218",PG.,key_terms 218_property_general
"Peddler's Property","Items removed from vendors (stands, carts)","P.G. 218",PG.,key_terms 218_property_general
"Amnesty","Firearms surrendered via Cash for Guns Program","P.G. 218",PG.,key_terms 218_property_general
"Safekeeping","Property to be returned to owner","P.G. 218",PG.,key_terms 218_property_general
"Determine True Owner","Property where true owner cannot be determined and no immediate arrest warranted","P.G. 218",PG.,key_terms 218_property_general
"Photo Release","Recovered stolen vehicles where arrest made and vehicle not used in other crime","P.G. 218",PG.,key_terms 218_property_general
"Rotation Tow","Non-evidence stolen or apparently abandoned vehicles/motorcycles recovered in NYC","P.G. 218",PG.,key_terms 218_property_general
"Firearm","Includes rifles, shotguns, pistols, revolvers, starter's pistols, zip guns, air/CO2 guns, homemade/modified guns, simulated/toy firearms, ghost guns, 3D-printed firearms, stabilizing brace firearms","P.G. 218",PG.,key_terms 218_property_general
"Cartridge","Live ammunition — bullet + shell casing as one unit","P.G. 218",PG.,key_terms 218_property_general
"Fired Bullet","Part of cartridge fired through barrel","P.G. 218",PG.,key_terms 218_property_general
"Shell Casing","Metal casing remaining in/ejecting from firearm after bullet leaves","P.G. 218",PG.,key_terms 218_property_general
"Apparently Abandoned Vehicle","Unoccupied vehicle abandoned per VTL 1224 OR observed under circumstances indicating it may be stolen but no alarm transmitted","P.G. 218",PG.,key_terms 218_property_general
"Double Tow","Additional tow truck for unusual recovery (embankment, overturned, wedged) — NOT authorized solely because vehicle has no wheels","P.G. 218",PG.,key_terms 218_property_general
"Regulated Waste","Blood/infectious materials in liquid/semi-liquid state; contaminated sharps; pathological wastes","P.G. 218",PG.,key_terms 218_property_general
"Contraband","Property whose mere possession is prohibited by law (not property merely suspected stolen)","P.G. 218",PG.,key_terms 218_property_general
"Numismatic/Sentimental Value","All gold coins, all U.S. silver coins dated 1964 or prior, extremely old bills","P.G. 218",PG.,key_terms 218_property_general
"Negotiable Instrument","Cash equivalents: money orders, traveler's checks, bank checks","P.G. 218",PG.,key_terms 218_property_general
"Co-Occupant","Person residing on a permanent basis in same premises with deceased","P.G. 218",PG.,key_terms 218_property_general
"General Vendor","Person selling goods other than food at retail in a public area","P.G. 218",PG.,key_terms 218_property_general
"Food Vendor","Person selling food at retail in any public place","P.G. 218",PG.,key_terms 218_property_general
"Distributor","Person/organization engaged in sale/distribution of goods for resale by a general vendor","P.G. 218",PG.,key_terms 218_property_general
"Handgun","Any pistol or revolver listed on a Handgun License","P.G. 218",PG.,key_terms 218_property_general
"Timeframe","Rule","P.G. 218",PG.,key_terms 218_property_general
"48 hours","Maximum time vehicle may be safeguarded at command (non-evidence)","P.G. 218",PG.,key_terms 218_property_general
"48 hours","Maximum time for delivery of seized vehicle to Property Clerk Auto Pound","P.G. 218",PG.,key_terms 218_property_general
"30 days","Tow operator MUST deliver vehicle to Auto Pound","P.G. 218",PG.,key_terms 218_property_general
"15 days","After 15 days at Auto Pound, vehicle disposed of according to law","P.G. 218",PG.,key_terms 218_property_general
"15 days","Retention deadline for investigatory motor vehicles/boats","P.G. 218",PG.,key_terms 218_property_general
"1 year","Retention deadline for investigatory property (non-vehicle)","P.G. 218",PG.,key_terms 218_property_general
"6 years","Filed INVOICES maintained (each July, previous year boxed to Property Clerk warehouse)","P.G. 218",PG.,key_terms 218_property_general
"10 days","Desk officer must authorize release or denial of investigatory evidence","P.G. 218",PG.,key_terms 218_property_general
"5 days","Claimant may request CO/designee review after denial of investigatory evidence","P.G. 218",PG.,key_terms 218_property_general
"30 days","Handgun license surrender investigation must be completed","P.G. 218",PG.,key_terms 218_property_general
"60 days","Investigation if found property not returned by interstate company/airline/bank","P.G. 218",PG.,key_terms 218_property_general
"24 hours","Report prepared after disposal of perishable vendor food","P.G. 218",PG.,key_terms 218_property_general
"120 hours","Sexual Offense Evidence Collection Kit used within this period (or medical discretion)","P.G. 218",PG.,key_terms 218_property_general
"0100 hours","Daily deadline for firearms requiring lab analysis to be delivered to patrol borough office","P.G. 218",PG.,key_terms 218_property_general
"1 minute","Time for vendor to begin moving in exigent circumstances","P.G. 218",PG.,key_terms 218_property_general
"2 hours","Minimum time vendor must stay away from location in exigent circumstances","P.G. 218",PG.,key_terms 218_property_general
"3 business days","Property Clerk issues check for federal/state forfeiture upon written request","P.G. 218",PG.,key_terms 218_property_general
"6 hours","FORMS outage threshold — under 6 hours: prepare WORKSHEET and wait","P.G. 218",PG.,key_terms 218_property_general
"Fee Type","Amount","P.G. 218",PG.,key_terms 218_property_general
"Vendor removal — by Department vehicle","$65.00","P.G. 218",PG.,key_terms 218_property_general
"Vendor removal — not by Department vehicle","$20.00","P.G. 218",PG.,key_terms 218_property_general
"Vendor goods seized with vehicle/cart/stand","$10.00","P.G. 218",PG.,key_terms 218_property_general
"Vendor goods only seized","$20.00","P.G. 218",PG.,key_terms 218_property_general
"Vendor storage (per day or part)","$5.00","P.G. 218",PG.,key_terms 218_property_general
"Vehicle/boat towing (Department tow)","$25.00","P.G. 218",PG.,key_terms 218_property_general
"Vehicle/boat storage (per day or part)","$5.00","P.G. 218",PG.,key_terms 218_property_general
"Form","Number","P.G. 218",PG.,key_terms 218_property_general
"PROPERTY CLERK INVOICE","PD521-141","P.G. 218",PG.,key_terms 218_property_general
"PROPERTY CLERK INVOICE WORKSHEET","PD521-141A","P.G. 218",PG.,key_terms 218_property_general
"PROPERTY TRANSFER REPORT","PD521-1412","P.G. 218",PG.,key_terms 218_property_general
"PROPERTY TRANSFER REPORT ACCEPTANCE DOCUMENT","PD521-172","P.G. 218",PG.,key_terms 218_property_general
"REQUEST FOR LABORATORY EXAMINATION REPORT","PD521-168","P.G. 218",PG.,key_terms 218_property_general
"ON-LINE BOOKING SYSTEM ARREST WORKSHEET","PD244-159","P.G. 218",PG.,key_terms 218_property_general
"ACKNOWLEDGMENT OF FOUND PROPERTY","PD542-012","P.G. 218",PG.,key_terms 218_property_general
"REPORT OF UNCLAIMED PROPERTY","PD542-122","P.G. 218",PG.,key_terms 218_property_general
"WARNING NOTICE — VEHICLE IN POLICE CUSTODY","PD571-1211","P.G. 218",PG.,key_terms 218_property_general
"ROTATION TOW — OWNER NOTIFICATION","PD571-1210","P.G. 218",PG.,key_terms 218_property_general
"VEHICLE SEIZURE FORM","PD571-1218","P.G. 218",PG.,key_terms 218_property_general
"COMMAND VEHICLE SEIZURE INDEX","PD571-091","P.G. 218",PG.,key_terms 218_property_general
"FEE RECEIPT","PD122-017","P.G. 218",PG.,key_terms 218_property_general
"SEAL FOR DOOR OF D.O.A. PREMISES","PD517-120","P.G. 218",PG.,key_terms 218_property_general
"IDENTIFICATION TAG","PD317-091","P.G. 218",PG.,key_terms 218_property_general
"NOTICE TO PERSONS FROM WHOM PROPERTY HAS BEEN REMOVED","PD521-124","P.G. 218",PG.,key_terms 218_property_general
"HANDGUN SURRENDER NOTICE","PD641-123","P.G. 218",PG.,key_terms 218_property_general
"HANDGUN SURRENDER NOTICE RESPONSE","PD641-1234A","P.G. 218",PG.,key_terms 218_property_general
"PEDDLER FORFEITURE QUESTIONNAIRE","PD260-155","P.G. 218",PG.,key_terms 218_property_general
"CONSENT TO SUSPECT EVIDENCE COLLECTION KIT","PD321-031","P.G. 218",PG.,key_terms 218_property_general
"CERTIFICATION OF PROPERTY CLERK DIVISION SEALS","PD521-061","P.G. 218",PG.,key_terms 218_property_general
"PROPERTY CLERK DIVISION SEAL DISTRIBUTION CARD","PD521-1411","P.G. 218",PG.,key_terms 218_property_general
"REQUEST FOR RETENTION","PD521-169","P.G. 218",PG.,key_terms 218_property_general
"REQUEST FOR INVOICE CHANGE OF CATEGORY","PD521-167","P.G. 218",PG.,key_terms 218_property_general
"OFFICIAL LETTERHEAD","PD158-151","P.G. 218",PG.,key_terms 218_property_general
"Acronym","Full Term","P.G. 218",PG.,key_terms 218_property_general
"FAS","Firearms Analysis Section","P.G. 218",PG.,key_terms 218_property_general
"JFTF","Joint Firearms Task Force","P.G. 218",PG.,key_terms 218_property_general
"SECK","Sexual Offense Evidence Collection Kit","P.G. 218",PG.,key_terms 218_property_general
"PTR","Property Transfer Report","P.G. 218",PG.,key_terms 218_property_general
"BATF","Bureau of Alcohol, Tobacco, Firearms and Explosives","P.G. 218",PG.,key_terms 218_property_general
"DCWP","Dept. of Consumer/Worker Protection","P.G. 218",PG.,key_terms 218_property_general
"DSNY","Dept. of Sanitation New York","P.G. 218",PG.,key_terms 218_property_general
"EPCS","Evidence Property Control Specialist","P.G. 218",PG.,key_terms 218_property_general
"Letter","Situation","P.G. 218",PG.,key_terms 218_property_general
"C","Crime","P.G. 218",PG.,key_terms 218_property_general
"H","Highway","P.G. 218",PG.,key_terms 218_property_general
"A","Arrest made","P.G. 218",PG.,key_terms 218_property_general
"S","Safeguard","P.G. 218",PG.,key_terms 218_property_general
"E","Evidence","P.G. 218",PG.,key_terms 218_property_general
"D","Determine True Owner","P.G. 218",PG.,key_terms 218_property_general
"F","Forfeiture","P.G. 218",PG.,key_terms 218_property_general
"I","Investigation","P.G. 218",PG.,key_terms 218_property_general
"T","Truck (large)","P.G. 218",PG.,key_terms 218_property_general
"D","Derelict","P.G. 218",PG.,key_terms 218_property_general
"O","Owner on scene AND recovered prior to police","P.G. 218",PG.,key_terms 218_property_general
"M","Moped (limited use motorcycle)","P.G. 218",PG.,key_terms 218_property_general
"Time","Condition","P.G. 218",PG.,key_terms 218_property_general
"More than 6 hours","No plates","P.G. 218",PG.,key_terms 218_property_general
"More than 24 hours","Illegally parked","P.G. 218",PG.,key_terms 218_property_general
"More than 48 hours","Legally parked initially → becomes abandoned","P.G. 218",PG.,key_terms 218_property_general
"More than 96 hours","On private property without owner permission","P.G. 218",PG.,key_terms 218_property_general
"Bag","Contents","P.G. 218",PG.,key_terms 218_property_general
"1 — GUNS","Firearms and firearm-related evidence","P.G. 218",PG.,key_terms 218_property_general
"2 — DRUGS","Controlled substances / marijuana (PCI only — no Request for Lab Exam, no 61, no OLBS, no zFINEST)","P.G. 218",PG.,key_terms 218_property_general
"3 — DNA","DNA evidence including SECKs","P.G. 218",PG.,key_terms 218_property_general
"4 — CRIMINALISTICS","Trace evidence (hair, fiber, paint, GSR, etc.)","P.G. 218",PG.,key_terms 218_property_general
"Timeframe","Rule","P.G. 218",PG.,key_terms 218_property_general
"0030","Desk Officer must notify Patrol Boro that evidence is going to Lab","P.G. 218",PG.,key_terms 218_property_general
"0100","Lab delivery must occur on 1st platoon prior to this time","P.G. 218",PG.,key_terms 218_property_general
"0100","If boro not called by 0030, Borough Clerical Officer calls command","P.G. 218",PG.,key_terms 218_property_general
"2 weeks","Call BATF Regional Crime Gun Center for routine trace (after receipt by FAS)","P.G. 218",PG.,key_terms 218_property_general
"Day 8–30","Ro-Tow operator may deliver vehicle to Property Clerk Auto Pound on weekdays","P.G. 218",PG.,key_terms 218_property_general
"Day 30","Ro-Tow operator MUST deliver vehicle to Auto Pound","P.G. 218",PG.,key_terms 218_property_general
"After 15 days at Auto Pound","Unclaimed vehicles disposed of according to law","P.G. 218",PG.,key_terms 218_property_general
"Unit","When to Contact","P.G. 218",PG.,key_terms 218_property_general
"Auto Crime Unit (0800–2300)","Questions about vehicle immobilization","P.G. 218",PG.,key_terms 218_property_general
"Stolen Property Inquiry Unit","Cancel/transmit alarms; ONLY unit that cancels firearms alarms","P.G. 218",PG.,key_terms 218_property_general
"Inter-City Correspondence Unit","Vehicle stolen outside NYC recovered inside NYC","P.G. 218",PG.,key_terms 218_property_general
"Computer Crimes Squad (Mon–Fri 0600–2000)","Computer evidence seizure","P.G. 218",PG.,key_terms 218_property_general
"Office of Chief of Detectives","Computer evidence (after hours)","P.G. 218",PG.,key_terms 218_property_general
"Asset Forfeiture Unit (24/7)","Currency/instruments $1,000+ for forfeiture","P.G. 218",PG.,key_terms 218_property_general
"Bomb Squad Range — Rodman's Neck (Mon–Fri 0700–1500)","Fireworks delivery (Mon–Fri 7x3)","P.G. 218",PG.,key_terms 218_property_general
"Bomb Squad Office","Fireworks delivery at all other times or if Range personnel unavailable","P.G. 218",PG.,key_terms 218_property_general
"License Division","Handgun license surrender issues","P.G. 218",PG.,key_terms 218_property_general
"Legal Bureau","Suspect evidence consent refusal; civil enforcement questions","P.G. 218",PG.,key_terms 218_property_general
"Internal Affairs Bureau Command Center","Property discrepancies; currency deposit discrepancies","P.G. 218",PG.,key_terms 218_property_general
"Property Clerk Division","Large seizures (2,000+ bills); large vendor property","P.G. 218",PG.,key_terms 218_property_general
"Harbor Unit","Boat removal to storage facility","P.G. 218",PG.,key_terms 218_property_general
"Fleet Services Division, Department Tow","Vehicles unable to be driven","P.G. 218",PG.,key_terms 218_property_general
"Information Technology Bureau Service Desk","FORMS Property outages","P.G. 218",PG.,key_terms 218_property_general
"NYPD OCME Liaison Unit","Unfounded sexual offense cases","P.G. 218",PG.,key_terms 218_property_general
"FIU OCME Liaison Unit","Immediate DNA delivery decisions","P.G. 218",PG.,key_terms 218_property_general
"NYS Tax Office","Lottery property recovery","P.G. 218",PG.,key_terms 218_property_general
"Audits and Accounts Unit","Fee receipts forwarded daily","P.G. 218",PG.,key_terms 218_property_general
"Police Lab Evidence Control Supervisor (24/7)","Unusual property before Lab delivery (large seizures, hypos, etc.)","P.G. 218",PG.,key_terms 218_property_general
"Joint Firearms Task Force (JFTF)","Emergency firearm trace requests","P.G. 218",PG.,key_terms 218_property_general
"BATF Regional Crime Gun Center","Routine firearm trace (2 weeks after receipt by FAS)","P.G. 218",PG.,key_terms 218_property_general
"Dept. of Consumer/Worker Protection (DCWP)","Tow operator violations/overcharges (LD6); tow company theft (61 dup.)","P.G. 218",PG.,key_terms 218_property_general
"SERGEANT FOCUS: Detective supervisors must ensure ECMS entry documenting date/time of delivery, Police Laboratory Number, and OCME Evidence Control Number for all DNA evidence.","218 EVIDENCE PROCESSING","P.G. 218",PG.,sergeant_focus
"SERGEANT FOCUS: Detective supervisors must ensure Biohazard Labels are properly utilized, review each INVOICE and REQUEST, and ensure ECMS entries documenting delivery are prepared.","218 EVIDENCE PROCESSING","P.G. 218",PG.,sergeant_focus
"SERGEANT FOCUS: Any discrepancy in property against INVOICE requires immediate IAB notification — this is a critical integrity safeguard.","218 INVOICING GENERAL","P.G. 218",PG.,sergeant_focus
"SERGEANT FOCUS: The desk officer must verify identity, ensure proper documentation, and make Command Log entries for every temporary property removal.","218 INVOICING GENERAL","P.G. 218",PG.,sergeant_focus
"SERGEANT FOCUS: CO should assign a supervisor to conduct the investigation.","218 LICENSES ADMIN","P.G. 218",PG.,sergeant_focus
"SERGEANT FOCUS: COs must ensure adequate supply of pre-printed WORKSHEETS, INVOICES, and associated forms are stored in the property room for use during FORMS outages.","218 LICENSES ADMIN","P.G. 218",PG.,sergeant_focus
"SERGEANT FOCUS: The Traffic Safety Sergeant has direct responsibility for coordinating timely vehicle delivery to Property Clerk Auto Pounds.","218 VEHICLES CUSTODY","P.G. 218",PG.,sergeant_focus
"SERGEANT FOCUS: Commanding officers must ensure compliance is part of the command's monthly self-inspection program monitored by Quality Assurance Section.","218 VEHICLES CUSTODY","P.G. 218",PG.,sergeant_focus
"SERGEANT FOCUS: CO must designate sufficient supervisors to frequently inspect perishable foods so items can be condemned and disposed of when necessary.","218 VENDORS PEDDLERS","P.G. 218",PG.,sergeant_focus
"Category I Vehicle","Unmarked vehicle not required to be stored at Department facility; permitted to be removed from the City regularly; designated by the Police Commissioner","P.G. 219",PG.,key_terms 219_department_property
"Category II Vehicle","Unmarked vehicle with specific designations (exempt from OPP garage parking ineligibility)","P.G. 219",PG.,key_terms 219_department_property
"General Purpose Vehicle","Standard unmarked vehicle for routine operational use","P.G. 219",PG.,key_terms 219_department_property
"Special Purpose Vehicle","Unmarked vehicle assigned for specific operational needs","P.G. 219",PG.,key_terms 219_department_property
"License Plate Reader (LPR)","Specialized camera/computer that captures license plate numbers, converts to text, compares against ""hot list""; NOT connected to NYSPIN; activates on partial matches","P.G. 219",PG.,key_terms 219_department_property
"Mobile Digital Device","Any smartphone, tablet, or portable computer issued by the Department","P.G. 219",PG.,key_terms 219_department_property
"Vehicle Identification Box (VIB)","In-vehicle transponder for automated fuel dispensing","P.G. 219",PG.,key_terms 219_department_property
"NYPD Restricted Parking Permit (Misc. 23-N)","Cardboard parking credential (~4""×10"") with serial number, command code, license plate number, and expiration date","P.G. 219",PG.,key_terms 219_department_property
"NYCT NYPD OMNY Police Pass","Transit pass for subway/bus access (not express bus); valid ~7 years; assigned to individual member by unique serial number","P.G. 219",PG.,key_terms 219_department_property
"Radiation Detection Pager","Device assigned to commands or individual members for detecting radiological threats; requires specific training","P.G. 219",PG.,key_terms 219_department_property
"Ullage","Remaining capacity in a fuel tank; tanks filled to 90% ullage","P.G. 219",PG.,key_terms 219_department_property
"Regulated Infectious Waste","Biohazard materials picked up by Medical Division messenger","P.G. 219",PG.,key_terms 219_department_property
"OLBS","Online Booking System — one of the systems ICO issues passwords for through Omniform","P.G. 219",PG.,key_terms 219_department_property
"BADS","Booking and Arraignment Desk System — ICO issues passwords through Omniform","P.G. 219",PG.,key_terms 219_department_property
"LAPS","LAPS system — ICO issues passwords through Omniform","P.G. 219",PG.,key_terms 219_department_property
"VIB","Vehicle Identification Box — in-vehicle transponder for automated fuel dispensing","P.G. 219",PG.,key_terms 219_department_property
"CRALO","Command Radio Auto Liaison Officer — holder of yellow fuel card","P.G. 219",PG.,key_terms 219_department_property
"ERS","Employee Resources Section — where member reports for replacement shield/ID after loss","P.G. 219",PG.,key_terms 219_department_property
"SPIU / Stolen Property Inquiry Unit","Unit notified to transmit alarm for lost/stolen Department property with identifying marks","P.G. 219",PG.,key_terms 219_department_property
"ITB","Information Technology Bureau — provides Mobility Tablet tech support 24/7; handles LPR repairs; telecommunications unit handles lost/stolen mobile devices","P.G. 219",PG.,key_terms 219_department_property
"COG","""Change of Gear"" — the Digital Activity Log entry documenting vehicle inspection results (condition, odometer, gas gauge)","P.G. 219",PG.,key_terms 219_department_property
"DAS","Domain Awareness System — ICO audits 5 random members monthly for compliance","P.G. 219",PG.,key_terms 219_department_property
"Focused Audit","An audit of computer activity during a specific time period, requested by ICO or C.O. via 49 to Deputy Commissioner of IT","P.G. 219",PG.,key_terms 219_department_property
"Card","Color","P.G. 219",PG.,key_terms 219_department_property
"Master","Green","P.G. 219",PG.,key_terms 219_department_property
"CRALO","Yellow","P.G. 219",PG.,key_terms 219_department_property
"Non-Fleet","Orange","P.G. 219",PG.,key_terms 219_department_property
"Private","Red","P.G. 219",PG.,key_terms 219_department_property
"Operator","White","P.G. 219",PG.,key_terms 219_department_property
"Timeframe","Rule","P.G. 219",PG.,key_terms 219_department_property
"Each tour","Inspect Department vehicle; account for radiation detection pagers; account for LPR devices","P.G. 219",PG.,key_terms 219_department_property
"Each Sunday","Weekly vehicle inspection after second platoon posted","P.G. 219",PG.,key_terms 219_department_property
"10th of month","Car wash expense reports due to Audits and Accounts","P.G. 219",PG.,key_terms 219_department_property
"Nov 1 – Mar 15","Tire chains available","P.G. 219",PG.,key_terms 219_department_property
">4 inches snow","Threshold for installing tire chains","P.G. 219",PG.,key_terms 219_department_property
"24 hours","LPR hot list must be updated within this period to use device","P.G. 219",PG.,key_terms 219_department_property
"5 business days","Request ITB permission before taking mobile device to foreign country","P.G. 219",PG.,key_terms 219_department_property
"30 days","Notify CO of vehicle change for Restricted Parking Permit; max time to use substitute vehicle","P.G. 219",PG.,key_terms 219_department_property
"7 years","General validity period for NYCT NYPD OMNY Police Pass","P.G. 219",PG.,key_terms 219_department_property
"Monthly","ICO audits DAS usage for 5 random members","P.G. 219",PG.,key_terms 219_department_property
"Quarterly","CO surveys generator/mechanical/electrical rooms","P.G. 219",PG.,key_terms 219_department_property
"50%","Minimum fuel tank level for commands with single tank (heating + generator)","P.G. 219",PG.,key_terms 219_department_property
"90%","Maximum fill level (ullage) for fuel deliveries","P.G. 219",PG.,key_terms 219_department_property
"12 months","Period for counting red light (5+) or school speed (15+) camera violations for permit ineligibility","P.G. 219",PG.,key_terms 219_department_property
"Authorized","Unauthorized","P.G. 219",PG.,key_terms 219_department_property
"Bronx-Whitestone Bridge","NJ Turnpike","P.G. 219",PG.,key_terms 219_department_property
"George Washington Bridge","NY State Thruway","P.G. 219",PG.,key_terms 219_department_property
"Bayonne Bridge","Garden State Parkway","P.G. 219",PG.,key_terms 219_department_property
"Henry Hudson Bridge","New England Thruway","P.G. 219",PG.,key_terms 219_department_property
"Holland/Lincoln Tunnels","Tappan Zee Bridge","P.G. 219",PG.,key_terms 219_department_property
